target_side,target_time,cue_side,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,block0.thisRepN,block0.thisTrialN,block0.thisN,block0.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,trialKey.keys,trialKey.rt,date,frameRate,expName,session,participant,
right,50,left,,,,,3,1,73,1,,,,,space,0.934107267823,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
left,200,right,,,,,3,2,74,12,,,,,space,1.27961675297,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
left,200,left,,,,,3,3,75,8,,,,,space,1.1917916942,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
right,50,right,,,,,3,4,76,5,,,,,space,1.09312747849,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
right,350,left,,,,,3,5,77,17,,,,,space,1.3465404821,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
none,350,left,,,,,3,6,78,19,,,,,None,,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
central,200,right,,,,,3,7,79,14,,,,,space,0.915384147985,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
none,200,left,,,,,3,8,80,11,,,,,None,,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
right,200,left,,,,,3,9,81,9,,,,,space,1.10236936538,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
right,350,right,,,,,3,10,82,21,,,,,space,1.26235883332,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
left,50,left,,,,,3,11,83,0,,,,,space,1.04383427223,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
central,200,left,,,,,3,12,84,10,,,,,space,0.989035058925,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
left,50,right,,,,,3,13,85,4,,,,,space,1.02174871387,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
none,350,right,,,,,3,14,86,23,,,,,None,,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
left,350,left,,,,,3,15,87,16,,,,,space,0.875775831845,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
central,50,right,,,,,3,16,88,6,,,,,space,1.05380069255,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
central,350,left,,,,,3,17,89,18,,,,,space,1.12259113938,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
central,50,left,,,,,3,18,90,2,,,,,space,0.902479784442,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
none,200,right,,,,,3,19,91,15,,,,,None,,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
left,350,right,,,,,3,20,92,20,,,,,space,1.23813773818,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
central,350,right,,,,,3,21,93,22,,,,,space,1.16145306177,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
right,200,right,,,,,3,22,94,13,,,,,space,1.05648720717,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
none,50,right,,,,,3,23,95,7,,,,,space,0.890242544793,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
central,50,right,,,,,4,0,96,6,,,,,space,1.03013574351,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
left,200,right,,,,,4,1,97,12,,,,,space,1.03697627771,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
right,200,left,,,,,4,2,98,9,,,,,space,1.05252518127,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
right,200,right,,,,,4,3,99,13,,,,,space,1.09162211957,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
none,50,right,,,,,4,4,100,7,,,,,None,,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
right,350,right,,,,,4,5,101,21,,,,,space,1.19683339642,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
left,50,right,,,,,4,6,102,4,,,,,space,0.958860483665,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
none,200,left,,,,,4,7,103,11,,,,,space,0.988904944623,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
none,350,left,,,,,4,8,104,19,,,,,None,,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
central,350,right,,,,,4,9,105,22,,,,,space,1.18480435363,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
right,50,left,,,,,4,10,106,1,,,,,space,0.984635128208,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
central,200,right,,,,,4,11,107,14,,,,,space,1.06220134123,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
left,350,left,,,,,4,12,108,16,,,,,space,1.19804032356,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
none,200,right,,,,,4,13,109,15,,,,,None,,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
right,50,right,,,,,4,14,110,5,,,,,space,0.859635652017,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
central,200,left,,,,,4,15,111,10,,,,,space,1.02556421277,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
none,50,left,,,,,4,16,112,3,,,,,None,,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
central,350,left,,,,,4,17,113,18,,,,,space,1.38868431602,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
right,350,left,,,,,4,18,114,17,,,,,space,1.24290657053,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
left,200,left,,,,,4,19,115,8,,,,,space,1.06569354485,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
left,50,left,,,,,4,20,116,0,,,,,space,0.996697485295,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
none,350,right,,,,,4,21,117,23,,,,,None,,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
left,350,right,,,,,4,22,118,20,,,,,space,0.854743340285,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
central,50,left,,,,,4,23,119,2,,,,,space,0.857523581908,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
central,350,right,,,,,5,0,120,22,,,,,space,1.3447246787,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
none,200,right,,,,,5,1,121,15,,,,,space,0.876412714465,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
central,50,left,,,,,5,2,122,2,,,,,space,0.999289155465,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
central,200,left,,,,,5,3,123,10,,,,,space,1.08588689345,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
central,50,right,,,,,5,4,124,6,,,,,space,0.899276025305,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
left,200,left,,,,,5,5,125,8,,,,,space,1.09137606875,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
none,350,right,,,,,5,6,126,23,,,,,None,,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
central,200,right,,,,,5,7,127,14,,,,,space,0.9823352549,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
right,350,left,,,,,5,8,128,17,,,,,space,1.27572023819,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
right,200,right,,,,,5,9,129,13,,,,,space,1.19127598619,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
right,200,left,,,,,5,10,130,9,,,,,space,1.22716350821,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
left,350,left,,,,,5,11,131,16,,,,,space,1.26817074516,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
right,50,left,,,,,5,12,132,1,,,,,space,1.18580259502,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
left,50,right,,,,,5,13,133,4,,,,,space,1.12988068316,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
central,350,left,,,,,5,14,134,18,,,,,space,1.19844379663,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
left,50,left,,,,,5,15,135,0,,,,,space,1.1273069622,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
left,200,right,,,,,5,16,136,12,,,,,space,0.858356299474,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
none,200,left,,,,,5,17,137,11,,,,,None,,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
right,350,right,,,,,5,18,138,21,,,,,space,0.870276389876,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
none,350,left,,,,,5,19,139,19,,,,,None,,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
none,50,right,,,,,5,20,140,7,,,,,None,,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
none,50,left,,,,,5,21,141,3,,,,,space,0.889743878063,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
left,350,right,,,,,5,22,142,20,,,,,space,1.43531796639,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
right,50,right,,,,,5,23,143,5,,,,,space,1.00569702295,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
right,50,right,,,,,6,0,144,5,,,,,space,0.999524520575,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
none,200,left,,,,,6,1,145,11,,,,,None,,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
none,50,left,,,,,6,2,146,3,,,,,None,,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
left,200,right,,,,,6,3,147,12,,,,,space,1.25735959459,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
