target_side,target_time,cue_side,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,block0.thisRepN,block0.thisTrialN,block0.thisN,block0.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,trialKey.keys,trialKey.rt,date,frameRate,expName,session,participant,
right,350,left,,,,,,,,,9,10,226,17,space,1.2097899314,2014_II_04_1523,307.422007515,ior,001,Peto,
right,200,right,,,,,,,,,9,11,227,13,space,1.07619550809,2014_II_04_1523,307.422007515,ior,001,Peto,
none,50,left,,,,,,,,,9,12,228,3,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
left,350,left,,,,,,,,,9,13,229,16,space,1.15307050198,2014_II_04_1523,307.422007515,ior,001,Peto,
none,350,left,,,,,,,,,9,14,230,19,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
central,350,right,,,,,,,,,9,15,231,22,space,1.18433341388,2014_II_04_1523,307.422007515,ior,001,Peto,
right,200,left,,,,,,,,,9,16,232,9,space,1.0528268956,2014_II_04_1523,307.422007515,ior,001,Peto,
central,200,right,,,,,,,,,9,17,233,14,space,1.00362629887,2014_II_04_1523,307.422007515,ior,001,Peto,
none,200,left,,,,,,,,,9,18,234,11,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
right,50,right,,,,,,,,,9,19,235,5,space,0.87091508837,2014_II_04_1523,307.422007515,ior,001,Peto,
none,350,right,,,,,,,,,9,20,236,23,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
none,50,right,,,,,,,,,9,21,237,7,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
left,200,right,,,,,,,,,9,22,238,12,space,1.0321658898,2014_II_04_1523,307.422007515,ior,001,Peto,
left,200,left,,,,,,,,,9,23,239,8,space,1.01804635785,2014_II_04_1523,307.422007515,ior,001,Peto,
